semana,sku,stock_cajas,demanda_semana,reabasto_cajas,dias_inventario,quiebre_stock,merma_cajas,punto_reorden
2023-05-15,SKU002,635,89,0,49.9,0,4,267
2023-05-22,SKU002,578,53,0,76.3,0,4,159
2023-05-29,SKU002,471,103,0,32.0,0,3,309
2023-06-05,SKU002,1113,183,828,42.6,0,8,549
2023-06-12,SKU002,983,122,0,56.4,0,1,366
2023-06-19,SKU002,917,65,0,98.7,0,1,195
2023-06-26,SKU002,779,137,0,39.8,0,4,411
2023-07-03,SKU002,699,76,0,64.4,0,4,228
2023-07-10,SKU002,582,113,0,36.1,0,0,339
2023-07-17,SKU002,487,95,0,35.9,0,2,285
2023-07-24,SKU002,368,117,0,22.0,0,1,351
2023-07-31,SKU002,252,115,0,15.3,0,1,345
2023-08-07,SKU002,670,86,505,54.5,0,2,258
2023-08-14,SKU002,601,67,0,62.8,0,0,201
2023-08-21,SKU002,463,138,0,23.5,0,1,414
2023-08-28,SKU002,415,47,0,61.8,0,2,141
2023-09-04,SKU002,1409,194,1190,50.8,0,5,582
2023-09-11,SKU002,1328,76,0,122.3,0,8,228
2023-09-18,SKU002,1227,93,0,92.3,0,5,279
2023-09-25,SKU002,1124,98,0,80.3,0,1,294
2023-10-02,SKU002,1069,54,0,138.6,0,3,162
2023-10-09,SKU002,932,134,0,48.7,0,5,402
2023-10-16,SKU002,848,79,0,75.1,0,3,237
2023-10-23,SKU002,744,101,0,51.6,0,5,303
2023-10-30,SKU002,601,138,0,30.5,0,3,414
2023-11-06,SKU002,436,162,0,18.8,0,1,486
2023-11-13,SKU002,2844,505,2914,39.4,0,12,1515
2023-11-20,SKU002,2540,292,0,60.9,0,1,876
2023-11-27,SKU002,2246,293,0,53.7,0,10,879
2023-12-04,SKU002,1858,378,0,34.4,0,13,1134
2023-12-11,SKU002,1547,298,0,36.3,0,9,894
2023-12-18,SKU002,1144,394,0,20.3,0,7,1182
2023-12-25,SKU002,2760,499,2122,38.7,0,16,1497
2024-01-01,SKU002,2658,86,0,216.3,0,14,258
2024-01-08,SKU002,2576,68,0,265.1,0,12,204
2024-01-15,SKU002,2468,96,0,179.9,0,6,288
2024-01-22,SKU002,2400,62,0,270.9,0,15,186
2024-01-29,SKU002,2282,103,0,155.1,0,6,309
2024-02-05,SKU002,2231,45,0,347.0,0,9,135
2024-02-12,SKU002,2158,64,0,236.0,0,3,192
2024-02-19,SKU002,2100,55,0,267.2,0,8,165
2024-02-26,SKU002,1999,93,0,150.5,0,2,279
2024-03-04,SKU002,1909,88,0,151.8,0,8,264
2024-03-11,SKU002,1817,84,0,151.4,0,1,252
2024-03-18,SKU002,1740,76,0,160.2,0,5,228
2024-03-25,SKU002,1669,66,0,177.0,0,2,198
2024-04-01,SKU002,1569,98,0,112.1,0,8,294
2024-04-08,SKU002,1458,103,0,99.1,0,0,309
2024-04-15,SKU002,1386,72,0,134.7,0,5,216
2024-04-22,SKU002,1250,131,0,66.8,0,9,393
2024-04-29,SKU002,1130,111,0,71.3,0,2,333
2024-05-06,SKU002,1029,99,0,72.8,0,4,297
2024-05-13,SKU002,911,114,0,55.9,0,5,342
2024-05-20,SKU002,754,152,0,34.7,0,3,456
2024-05-27,SKU002,658,93,0,49.5,0,5,279
2024-06-03,SKU002,532,121,0,30.8,0,0,363
2024-06-10,SKU002,433,99,0,30.6,0,0,297
2024-06-17,SKU002,304,129,0,16.5,0,1,387
2024-06-24,SKU002,210,93,0,15.8,0,0,279
2024-07-01,SKU002,145,65,0,15.6,0,0,195
2024-07-08,SKU002,1070,176,1101,42.6,0,5,528
2024-07-15,SKU002,907,158,0,40.2,0,2,474
2024-07-22,SKU002,791,114,0,48.6,0,3,342
2024-07-29,SKU002,660,128,0,36.1,0,4,384
2024-08-05,SKU002,541,115,0,32.9,0,2,345
2024-08-12,SKU002,485,54,0,62.9,0,2,162
2024-08-19,SKU002,407,76,0,37.5,0,0,228
2024-08-26,SKU002,291,116,0,17.6,0,0,348
2024-09-02,SKU002,214,77,0,19.5,0,0,231
2024-09-09,SKU002,771,171,728,31.6,0,5,513
2024-09-16,SKU002,704,62,0,79.5,0,0,186
2024-09-23,SKU002,617,87,0,49.6,0,2,261
2024-09-30,SKU002,481,134,0,25.1,0,2,402
2024-10-07,SKU002,333,146,0,16.0,0,1,438
2024-10-14,SKU002,821,127,616,45.2,0,2,381
2024-10-21,SKU002,698,121,0,40.4,0,5,363
2024-10-28,SKU002,606,87,0,48.8,0,0,261
2024-11-04,SKU002,1410,254,1058,38.9,0,6,762
2024-11-11,SKU002,1030,374,0,19.3,0,7,1122
2024-11-18,SKU002,686,337,0,14.2,0,2,1011
2024-11-25,SKU002,1986,277,1579,50.2,0,9,831
2024-12-02,SKU002,1678,299,0,39.3,0,1,897
2024-12-09,SKU002,1218,459,0,18.6,0,2,1377
2024-12-16,SKU002,3064,496,2344,43.2,0,13,1488
2024-12-23,SKU002,2887,164,0,123.2,0,14,492
2024-12-30,SKU002,2813,60,0,328.1,0,16,180
2023-01-02,SKU003,176,43,0,28.6,0,0,129
2023-01-09,SKU003,144,32,0,31.5,0,0,96
2023-01-16,SKU003,620,83,559,52.3,0,4,249
2023-01-23,SKU003,515,101,0,35.7,0,3,303
2023-01-30,SKU003,460,52,0,61.9,0,0,156
2023-02-06,SKU003,358,102,0,24.6,0,1,306
2023-02-13,SKU003,294,63,0,32.7,0,0,189
2023-02-20,SKU003,246,48,0,35.9,0,1,144
2023-02-27,SKU003,220,25,0,61.6,0,0,75
2023-03-06,SKU003,651,82,513,55.6,0,0,246
2023-03-13,SKU003,581,70,0,58.1,0,2,210
2023-03-20,SKU003,506,73,0,48.5,0,1,219
2023-03-27,SKU003,417,88,0,33.2,0,0,264
2023-04-03,SKU003,333,84,0,27.7,0,0,252
2023-04-10,SKU003,284,49,0,40.6,0,0,147
2023-04-17,SKU003,206,78,0,18.5,0,1,234
2023-04-24,SKU003,656,75,526,61.2,0,1,225
2023-05-01,SKU003,544,111,0,34.3,0,1,333
2023-05-08,SKU003,456,87,0,36.7,0,1,261
2023-05-15,SKU003,341,114,0,20.9,0,0,342
2023-05-22,SKU003,1103,120,882,64.3,0,1,360
2023-05-29,SKU003,984,118,0,58.4,0,6,354
2023-06-05,SKU003,877,101,0,60.8,0,4,303
2023-06-12,SKU003,756,117,0,45.2,0,0,351
2023-06-19,SKU003,675,81,0,58.3,0,4,243
2023-06-26,SKU003,600,71,0,59.1,0,4,213
2023-07-03,SKU003,564,32,0,123.3,0,0,96
2023-07-10,SKU003,504,60,0,58.8,0,1,180
2023-07-17,SKU003,364,139,0,18.3,0,0,417
2023-07-24,SKU003,255,109,0,16.4,0,0,327
2023-07-31,SKU003,173,82,0,14.8,0,0,246
2023-08-07,SKU003,125,48,0,18.2,0,0,144
2023-08-14,SKU003,599,69,543,60.8,0,4,207
2023-08-21,SKU003,490,105,0,32.7,0,1,315
2023-08-28,SKU003,422,67,0,44.1,0,1,201
2023-09-04,SKU003,302,119,0,17.8,0,1,357
2023-09-11,SKU003,1384,180,1263,53.8,0,1,540
2023-09-18,SKU003,1277,106,0,84.3,0,9,318
2023-09-25,SKU003,1176,92,0,89.5,0,4,276
2023-10-02,SKU003,1056,116,0,63.7,0,0,348
2023-10-09,SKU003,953,103,0,64.8,0,0,309
2023-10-16,SKU003,858,95,0,63.2,0,6,285
2023-10-23,SKU003,774,78,0,69.5,0,2,234
2023-10-30,SKU003,692,80,0,60.5,0,5,240
2023-11-06,SKU003,2223,293,1829,53.1,0,11,879
2023-11-13,SKU003,1863,349,0,37.4,0,0,1047
2023-11-20,SKU003,1756,107,0,114.9,0,7,321
2023-11-27,SKU003,1523,226,0,47.2,0,11,678
2023-12-04,SKU003,1346,166,0,56.8,0,6,498
2023-12-11,SKU003,3206,483,2349,46.5,0,15,1449
2023-12-18,SKU003,2995,196,0,107.0,0,15,588
2023-12-25,SKU003,2701,279,0,67.8,0,6,837
2024-01-01,SKU003,2623,72,0,255.0,0,17,216
2024-01-08,SKU003,2543,63,0,282.5,0,19,189
2024-01-15,SKU003,2453,71,0,241.8,0,6,213
2024-01-22,SKU003,2385,62,0,269.2,0,17,186
2024-01-29,SKU003,2266,102,0,155.5,0,14,306
2024-02-05,SKU003,2218,34,0,365.0,0,11,102
2024-02-12,SKU003,2133,74,0,201.8,0,4,222
2024-02-19,SKU003,2091,38,0,365.0,0,15,114
2024-02-26,SKU003,2016,60,0,235.2,0,8,180
2024-03-04,SKU003,1964,44,0,312.4,0,15,132
2024-03-11,SKU003,1887,62,0,213.0,0,11,186
2024-03-18,SKU003,1824,52,0,245.5,0,7,156
2024-03-25,SKU003,1764,53,0,233.0,0,10,159
2024-04-01,SKU003,1642,112,0,102.6,0,10,336
2024-04-08,SKU003,1480,152,0,68.2,0,6,456
2024-04-15,SKU003,1383,91,0,106.4,0,9,273
2024-04-22,SKU003,1321,53,0,174.4,0,7,159
2024-04-29,SKU003,1213,101,0,84.1,0,2,303
2024-05-06,SKU003,1170,41,0,199.7,0,5,123
2024-05-13,SKU003,1108,57,0,136.1,0,3,171
2024-05-20,SKU003,980,125,0,54.9,0,5,375
2024-05-27,SKU003,888,87,0,71.4,0,3,261
2024-06-03,SKU003,800,85,0,65.9,0,4,255
2024-06-10,SKU003,685,111,0,43.2,0,4,333
2024-06-17,SKU003,591,90,0,46.0,0,2,270
2024-06-24,SKU003,488,101,0,33.8,0,0,303
2024-07-01,SKU003,434,54,0,56.3,0,1,162
2024-07-08,SKU003,416,17,0,171.2,0,0,51
2024-07-15,SKU003,335,81,0,28.9,0,1,243
2024-07-22,SKU003,234,100,0,16.4,0,1,300
2024-07-29,SKU003,613,120,500,35.8,0,2,360
2024-08-05,SKU003,490,121,0,28.3,0,0,363
2024-08-12,SKU003,445,45,0,69.2,0,3,135
2024-08-19,SKU003,372,70,0,37.2,0,2,210
2024-08-26,SKU003,316,54,0,41.0,0,0,162
2024-09-02,SKU003,259,57,0,31.8,0,0,171
2024-09-09,SKU003,198,61,0,22.7,0,1,183
2024-09-16,SKU003,608,74,485,57.5,0,2,222
2024-09-23,SKU003,529,77,0,48.1,0,2,231
2024-09-30,SKU003,427,100,0,29.9,0,1,300
2024-10-07,SKU003,325,101,0,22.5,0,0,303
2024-10-14,SKU003,941,116,732,56.8,0,0,348
2024-10-21,SKU003,823,118,0,48.8,0,1,354
2024-10-28,SKU003,751,71,0,74.0,0,3,213
2024-11-04,SKU003,624,124,0,35.2,0,2,372
2024-11-11,SKU003,1960,231,1569,59.4,0,14,693
2024-11-18,SKU003,1708,238,0,50.2,0,9,714
2024-11-25,SKU003,1279,420,0,21.3,0,2,1260
2024-12-02,SKU003,945,332,0,19.9,0,6,996
2024-12-09,SKU003,775,164,0,33.1,0,2,492
2024-12-16,SKU003,669,104,0,45.0,0,2,312
2024-12-23,SKU003,545,122,0,31.3,0,2,366
2024-12-30,SKU003,394,149,0,18.5,0,2,447
2023-01-02,SKU004,754,104,649,50.7,0,0,312
2023-01-09,SKU004,655,99,0,46.3,0,3,297
2023-01-16,SKU004,577,75,0,53.8,0,0,225
2023-01-23,SKU004,507,70,0,50.7,0,3,210
2023-01-30,SKU004,419,85,0,34.5,0,1,255
2023-02-06,SKU004,350,68,0,36.0,0,2,204
2023-02-13,SKU004,1194,124,970,67.4,0,3,372
2023-02-20,SKU004,1115,76,0,102.7,0,5,228
2023-02-27,SKU004,1027,83,0,86.6,0,7,249
2023-03-06,SKU004,904,116,0,54.5,0,7,348
2023-03-13,SKU004,826,71,0,81.4,0,6,213
2023-03-20,SKU004,688,132,0,36.5,0,3,396
2023-03-27,SKU004,590,95,0,43.5,0,0,285
2023-04-03,SKU004,489,101,0,33.9,0,3,303
2023-04-10,SKU004,387,99,0,27.4,0,2,297
2023-04-17,SKU004,311,74,0,29.4,0,0,222
2023-04-24,SKU004,230,81,0,19.9,0,1,243
2023-05-01,SKU004,853,176,800,33.9,0,4,528
2023-05-08,SKU004,759,90,0,59.0,0,0,270
2023-05-15,SKU004,634,125,0,35.5,0,3,375
2023-05-22,SKU004,484,147,0,23.0,0,2,441
2023-05-29,SKU004,343,139,0,17.3,0,1,417
2023-06-05,SKU004,239,103,0,16.2,0,1,309
2023-06-12,SKU004,732,132,626,38.8,0,4,396
2023-06-19,SKU004,615,113,0,38.1,0,1,339
2023-06-26,SKU004,471,143,0,23.1,0,2,429
2023-07-03,SKU004,386,83,0,32.6,0,3,249
2023-07-10,SKU004,302,81,0,26.1,0,0,243
2023-07-17,SKU004,886,125,709,49.6,0,1,375
2023-07-24,SKU004,814,71,0,80.2,0,1,213
2023-07-31,SKU004,656,157,0,29.2,0,4,471
2023-08-07,SKU004,554,98,0,39.6,0,4,294
2023-08-14,SKU004,412,138,0,20.9,0,1,414
2023-08-21,SKU004,847,145,581,40.9,0,4,435
2023-08-28,SKU004,754,89,0,59.3,0,1,267
2023-09-04,SKU004,543,210,0,18.1,0,1,630
2023-09-11,SKU004,452,90,0,35.2,0,1,270
2023-09-18,SKU004,332,119,0,19.5,0,0,357
2023-09-25,SKU004,257,75,0,24.0,0,1,225
2023-10-02,SKU004,180,76,0,16.6,0,0,228
2023-10-09,SKU004,1059,146,1025,50.8,0,0,438
2023-10-16,SKU004,980,79,0,86.8,0,3,237
2023-10-23,SKU004,743,234,0,22.2,0,1,702
2023-10-30,SKU004,553,189,0,20.5,0,4,567
2023-11-06,SKU004,1423,244,1118,40.8,0,3,732
2023-11-13,SKU004,1296,124,0,73.2,0,6,372
2023-11-20,SKU004,1082,208,0,36.4,0,4,624
2023-11-27,SKU004,910,168,0,37.9,0,6,504
2023-12-04,SKU004,748,156,0,33.6,0,2,468
2023-12-11,SKU004,632,114,0,38.8,0,4,342
2023-12-18,SKU004,513,115,0,31.2,0,2,345
2023-12-25,SKU004,362,149,0,17.0,0,2,447
2024-01-01,SKU004,271,89,0,21.3,0,0,267
2024-01-08,SKU004,808,115,652,49.2,0,2,345
2024-01-15,SKU004,656,150,0,30.6,0,2,450
2024-01-22,SKU004,592,62,0,66.8,0,2,186
2024-01-29,SKU004,483,107,0,31.6,0,0,321
2024-02-05,SKU004,420,63,0,46.7,0,0,189
2024-02-12,SKU004,333,87,0,26.8,0,0,261
2024-02-19,SKU004,251,82,0,21.4,0,1,246
2024-02-26,SKU004,676,95,521,49.8,0,0,285
2024-03-04,SKU004,572,104,0,38.5,0,1,312
2024-03-11,SKU004,451,120,0,26.3,0,0,360
2024-03-18,SKU004,308,143,0,15.1,0,1,429
2024-03-25,SKU004,1262,143,1098,61.8,0,5,429
2024-04-01,SKU004,1194,63,0,132.7,0,6,189
2024-04-08,SKU004,1123,65,0,120.9,0,7,195
2024-04-15,SKU004,1037,79,0,91.9,0,2,237
2024-04-22,SKU004,931,104,0,62.7,0,4,312
2024-04-29,SKU004,727,200,0,25.4,0,2,600
2024-05-06,SKU004,627,98,0,44.8,0,4,294
2024-05-13,SKU004,499,124,0,28.2,0,3,372
2024-05-20,SKU004,1279,222,1005,40.3,0,5,666
2024-05-27,SKU004,1068,206,0,36.3,0,1,618
2024-06-03,SKU004,953,114,0,58.5,0,7,342
2024-06-10,SKU004,851,95,0,62.7,0,0,285
2024-06-17,SKU004,682,169,0,28.2,0,0,507
2024-06-24,SKU004,556,126,0,30.9,0,4,378
2024-07-01,SKU004,446,106,0,29.5,0,0,318
2024-07-08,SKU004,374,72,0,36.4,0,1,216
2024-07-15,SKU004,274,99,0,19.4,0,0,297
2024-07-22,SKU004,212,62,0,23.9,0,1,186
2024-07-29,SKU004,1722,282,1793,42.7,0,9,846
2024-08-05,SKU004,1560,153,0,71.4,0,8,459
2024-08-12,SKU004,1421,131,0,75.9,0,9,393
2024-08-19,SKU004,1238,174,0,49.8,0,1,522
2024-08-26,SKU004,1160,77,0,105.4,0,5,231
2024-09-02,SKU004,1010,145,0,48.8,0,6,435
2024-09-09,SKU004,915,89,0,72.0,0,1,267
2024-09-16,SKU004,753,161,0,32.7,0,5,483
2024-09-23,SKU004,628,120,0,36.6,0,2,360
2024-09-30,SKU004,505,121,0,29.2,0,2,363
2024-10-07,SKU004,386,117,0,23.1,0,2,351
2024-10-14,SKU004,915,132,663,48.5,0,0,396
2024-10-21,SKU004,807,108,0,52.3,0,1,324
2024-10-28,SKU004,645,161,0,28.0,0,0,483
2024-11-04,SKU004,513,132,0,27.2,0,1,396
2024-11-11,SKU004,1397,225,1110,43.5,0,0,675
2024-11-18,SKU004,1226,171,0,50.2,0,1,513
2024-11-25,SKU004,1065,160,0,46.6,0,5,480
2024-12-02,SKU004,982,78,0,88.1,0,0,234
2024-12-09,SKU004,754,228,0,23.1,0,3,684
2024-12-16,SKU004,616,135,0,31.9,0,2,405
2024-12-23,SKU004,1331,237,954,39.3,0,6,711
2024-12-30,SKU004,1278,47,0,190.3,0,0,141
2023-01-02,SKU005,227,56,0,28.4,0,1,168
2023-01-09,SKU005,170,56,0,21.2,0,0,168
2023-01-16,SKU005,708,79,617,62.7,0,5,237
2023-01-23,SKU005,682,21,0,227.3,0,1,63
2023-01-30,SKU005,563,118,0,33.4,0,0,354
2023-02-06,SKU005,476,87,0,38.3,0,2,261
2023-02-13,SKU005,387,87,0,31.1,0,1,261
2023-02-20,SKU005,341,45,0,53.0,0,0,135
2023-02-27,SKU005,303,38,0,55.8,0,1,114
2023-03-06,SKU005,967,115,780,58.9,0,6,345
2023-03-13,SKU005,902,59,0,107.0,0,1,177
2023-03-20,SKU005,826,75,0,77.1,0,2,225
2023-03-27,SKU005,708,116,0,42.7,0,0,348
2023-04-03,SKU005,614,94,0,45.7,0,1,282
2023-04-10,SKU005,540,73,0,51.8,0,2,219
2023-04-17,SKU005,1748,253,1463,48.4,0,6,759
2023-04-24,SKU005,1550,192,0,56.5,0,4,576
2023-05-01,SKU005,1371,175,0,54.8,0,3,525
2023-05-08,SKU005,1293,75,0,120.7,0,9,225
2023-05-15,SKU005,1144,140,0,57.2,0,0,420
2023-05-22,SKU005,989,155,0,44.7,0,0,465
2023-05-29,SKU005,812,177,0,32.1,0,1,531
2023-06-05,SKU005,678,133,0,35.7,0,1,399
2023-06-12,SKU005,633,44,0,100.7,0,3,132
2023-06-19,SKU005,554,76,0,51.0,0,1,228
2023-06-26,SKU005,512,41,0,87.4,0,1,123
2023-07-03,SKU005,437,74,0,41.3,0,2,222
2023-07-10,SKU005,325,110,0,20.7,0,0,330
2023-07-17,SKU005,233,92,0,17.7,0,0,276
2023-07-24,SKU005,785,99,651,55.5,0,4,297
2023-07-31,SKU005,698,83,0,58.9,0,4,249
2023-08-07,SKU005,614,80,0,53.7,0,1,240
2023-08-14,SKU005,537,76,0,49.5,0,2,228
2023-08-21,SKU005,406,129,0,22.0,0,2,387
2023-08-28,SKU005,1330,148,1074,62.9,0,10,444
2023-09-04,SKU005,1252,68,0,128.9,0,0,204
2023-09-11,SKU005,1176,76,0,108.3,0,1,228
2023-09-18,SKU005,1039,136,0,53.5,0,0,408
2023-09-25,SKU005,947,92,0,72.0,0,6,276
2023-10-02,SKU005,791,150,0,36.9,0,3,450
2023-10-09,SKU005,723,65,0,77.9,0,5,195
2023-10-16,SKU005,611,107,0,40.0,0,1,321
2023-10-23,SKU005,500,110,0,31.8,0,1,330
2023-10-30,SKU005,370,129,0,20.1,0,1,387
2023-11-06,SKU005,1141,154,926,51.9,0,2,462
2023-11-13,SKU005,1006,133,0,52.9,0,0,399
2023-11-20,SKU005,932,74,0,88.2,0,3,222
2023-11-27,SKU005,851,78,0,76.4,0,0,234
2023-12-04,SKU005,571,280,0,14.3,0,4,840
2023-12-11,SKU005,2065,221,1719,65.4,0,2,663
2023-12-18,SKU005,1921,142,0,94.7,0,7,426
2023-12-25,SKU005,1793,121,0,103.7,0,0,363
2024-01-01,SKU005,1571,222,0,49.5,0,6,666
2024-01-08,SKU005,1438,127,0,79.3,0,4,381
2024-01-15,SKU005,1332,102,0,91.4,0,1,306
2024-01-22,SKU005,1197,134,0,62.5,0,4,402
2024-01-29,SKU005,1095,98,0,78.2,0,6,294
2024-02-05,SKU005,1034,55,0,131.6,0,0,165
2024-02-12,SKU005,986,48,0,143.8,0,3,144
2024-02-19,SKU005,926,57,0,113.7,0,4,171
2024-02-26,SKU005,881,41,0,150.4,0,4,123
2024-03-04,SKU005,728,149,0,34.2,0,5,447
2024-03-11,SKU005,612,111,0,38.6,0,2,333
2024-03-18,SKU005,517,93,0,38.9,0,3,279
2024-03-25,SKU005,396,118,0,23.5,0,2,354
2024-04-01,SKU005,279,115,0,17.0,0,1,345
2024-04-08,SKU005,982,117,821,58.7,0,7,351
2024-04-15,SKU005,862,113,0,53.4,0,0,339
2024-04-22,SKU005,715,147,0,34.0,0,3,441
2024-04-29,SKU005,576,136,0,29.6,0,1,408
